BFE-nummer,BygningsID,EnhedsID,Status,Vejnavn,Nr,Etage,Dør,Postnr,By,Enhedens anvendelse,Enhedens samlede areal,Areal til beboelse,Areal til erhverv,Andet areal,Enhedens andel af fælles adgangsareal,Areal af åben overdækning,Areal af overdækket udestue,Åben tagterrasse areal,Fysisk areal til beboelse,Fysisk areal til erhverv,Antal værelser,Kilde til enhedens arealer,Toiletforhold,Badeforhold,Køkkenforhold,Godkendt tom bolig,Longitude,Latitude,Kommunekode,Ejendomsnummer
139196,489fd941-af15-4415-b7de-e7469535bc8d,6bfaed4d-f215-46bc-99db-c9c11801a94e,Opført,Robert Jacobsens Vej,82,8,1,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  142   ,  142   , -, -,  12   , -, -,  19   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57196634","55,6167048",101,8719
136069,7377f580-b1cd-4a6d-abd6-ea82e2abf17c,37057a4a-1019-4074-877d-32b780763582,Opført,Elbagade,73,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  94   ,  94   , -, -, -, -, -, -, -, -,4,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,6176021","55,65453915",101,113752
136930,9b05c2e3-a05b-461e-8674-5afaf6f63817,75e3fce2-b2ec-4c4e-bf3f-2b56c6ae821b,Opført,Greisvej,13,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  57   ,  57   , -, -, -, -, -,  5   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61808348","55,6449154",101,704327
135278,7bd5c1fb-6441-49c5-96e9-d28d3a82db77,a9230664-1e03-43e8-82ae-4b997e1e995a,Opført,Frankrigshusene,11,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  74   ,  74   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60732975","55,6625094",101,150909
113271,4010282b-c4fb-42e0-8ef0-298bf220ac96,c3a14470-67d0-428b-b133-5c15faf60458,Opført,Islands Brygge,104,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  108   ,  108   , -, -, -, -, -,  70   , -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56440578","55,65573371",101,30975
112400,e37db2aa-ab7b-44a1-90c9-e44512b21078,beedda82-4aa7-40b1-850d-98b6094035a7,Opført,Islands Brygge,38B,9,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  170   ,  170   , -, -, -, -, -,  94   , -, -,5,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56669891","55,65833889",101,25117
501524,359d506c-d039-48f8-ab76-248b479b4b8f,712d0789-25b0-4138-a7c9-d5be8cf92c6f,Opført,Amsterdamvej,38,2,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  61   ,  61   , -, -, -, -, -,  3   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61724013","55,64892796",101,24385
131936,968f7129-71bb-49f1-9399-74b878e5878e,0bc083a1-251d-4115-89ae-e118af944dc9,Opført,Ungarnsgade,74,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  58   ,  58   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61458682","55,66244634",101,596621
422713,4eec1541-20ab-4ff2-a376-12223f48356c,c5cbc672-f686-4fb5-9f5d-9e57e23c5134,Opført,Robert Jacobsens Vej,5A,8,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  86   ,  86   , -, -, -, -, -, -, -, -,2,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,57554981","55,62357291",101,22707
101912,d9bacbfb-1ead-4025-8ac8-a971a4a1a6b0,1dd2d211-0c44-4751-a9d9-7614d893ce4a,Opført,Islands Brygge,24A,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  124   ,  124   , -,  4   , -, -, -, -, -, -,4,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57137338","55,66305944",101,159710
132814,15a95761-c31d-4a43-a43c-806eddc91694,bd7140bf-02c4-4758-9995-dd4251ead134,Opført,Elbagade,21,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  60   ,  60   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61341214","55,65372785",101,113256
142932,7689c632-4000-4994-8e10-3b1c91ffc655,abd1ac75-4d90-4932-b34d-da3b974a9dc0,Opført,Englandsvej,16,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  58   ,  58   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60548687","55,65731216",101,124827
101317,a25dee8c-2c91-4aa1-9167-d5ec35f66c7c,0ba77dd4-e364-4051-a652-86aa2ce8ef77,Opført,Hollænderdybet,4,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  61   ,  61   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,59918115","55,66495373",101,231836
103715,19fba3e0-7a62-4d94-a4c9-974fb2ad652e,b8941b6a-8d49-4b2c-a082-7d7ea5f404c4,Opført,Weidekampsgade,51,5,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  106   ,  106   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,58160828","55,66681617",101,699340
133511,049cdd6a-d2e0-4679-8d65-470547ea928e,46db4e67-d692-407b-bc00-3b8260ee75ee,Opført,Hedegaardsvej,33,st,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  72   ,  72   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,63393721","55,64574425",101,756424
137857,952d2f8c-d50f-4b5f-9f33-6d911c1ae5b5,4e470aa5-1849-4def-964b-646a51cdec43,Opført,Pæonvej,45,1,-,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  98   ,  98   , -,  11   ,  11   , -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60663214","55,64760953",101,9066
135221,7bd5c1fb-6441-49c5-96e9-d28d3a82db77,3d8a1fb4-7b33-4417-8bbc-30d766056516,Opført,Ålandsgade,47,3,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  55   ,  55   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,6072517","55,66228376",101,681882
127391,4f351975-9a1e-4cc7-984c-5bcaea01e59b,7aee7fa0-1a8c-49e7-9231-57daeb30d099,Opført,Holmbladsgade,94,2,25,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  73   ,  73   , -, -, -, -,  8   , -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61482386","55,66666449",101,984583
133801,de0c0942-1143-499a-b3e3-9b7d56c879d8,f495bc9b-a0b4-4aec-b3e2-73999b23d861,Opført,Parmagade,42,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  51   ,  51   , -, -, -, -, -,  3   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61634482","55,65319428",101,429199
102814,e4938d9e-0d61-496a-ad80-29a352bb5460,49993d03-50e9-48dd-a8d6-9a9da68fd7ed,Opført,Weidekampsgade,29,2,2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  98   ,  98   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,583509","55,6660366",101,525660
103591,b39be0cf-2bad-4ead-90d3-e1c389883e49,36b62222-308c-4a25-8643-f846b19e016c,Opført,Snorresgade,2,2,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  87   ,  87   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57607611","55,66584496",101,511642
101048,187b7ed7-8eb4-42b4-9b9e-ddcf749abe30,adfaf399-4315-45f3-8531-97dcb453463c,Opført,Ejler Billes Allé,48,-,-,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  123   ,  123   , -, -, -, -, -,  8   , -, -,5,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56909847","55,62296487",101,36050
127420,2143a7d9-3fad-4664-93f3-20fa05a1e8c6,7b88c89b-9664-44ea-8d46-aa73949c32d3,Opført,Bremensgade,34,4,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  66   ,  66   , -, -, -, -, -,  2   , -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61704257","55,66457901",101,71553
140148,489fd941-af15-4415-b7de-e7469535bc8d,defe8ccb-4a4b-4ec7-8f7e-299eee46a6a8,Opført,Richard Mortensens Vej,81,1,1,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  97   ,  97   , -, -,  12   , -, -,  -   , -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,5705851","55,61676511",101,8966
135271,7bd5c1fb-6441-49c5-96e9-d28d3a82db77,823105f0-ca9f-44d2-8a45-48fd511c531d,Opført,Ålandsgade,57,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  56   ,  56   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60770749","55,66190437",101,682404
421321,47c767ba-b92e-4511-85cc-b20204ceb7f3,f9bc6af1-3ee2-4046-b963-d1bb6f43cc29,Opført,Strandlodsvej,23G,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  121   ,  121   , -, -, -, -, -, -, -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,62538463","55,66557438",101,28959
130571,1b1afa93-c349-49fb-ab50-854d3bf5c478,b59bffd5-d2e1-4806-8a40-af5fcc103742,Opført,Vermlandsgade,74,3,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  62   ,  62   , -, -, -, -, -,  -   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61161805","55,66670575",101,620689
129606,7b82bb8c-47e0-481a-8af1-758eaada700f,4e5b2119-8368-4194-8eaa-26ca8d7e6f8f,Opført,Prags Boulevard,58,2,-,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  105   ,  105   , -,  4   , -, -, -, -, -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,6136846","55,66738839",101,18778
140216,f27a24cd-df8c-4b78-9801-dff9c3caea2f,8809cd70-ac75-48b6-9947-23879b164b90,Opført,Englandsvej,38C,4,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  61   ,  61   , -, -,  6   , -, -, -, -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60312533","55,65467853",101,125459
112035,8441e0d7-060c-4d01-9620-c9c977ad8f7e,24356132-1121-4bc7-96e9-8614cf0d6e00,Opført,Jens Otto Krags Gade,11,2,4,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  105   ,  105   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,56948406","55,65901439",101,793770
127862,d7341320-f59c-4ed0-9050-ee3febb55222,daaeecbf-91e7-45de-89b6-e0ce25b9d33e,Opført,Hessensgade,15,2,208,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  59   ,  59   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61546683","55,66563322",101,224686
140068,489fd941-af15-4415-b7de-e7469535bc8d,319b920c-fa0e-4ec3-9a67-ca92ab10c9b8,Opført,Robert Jacobsens Vej,66,3,t1,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  106   ,  106   , -, -,  12   , -, -,  -   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57223527","55,61811425",101,8494
140101,489fd941-af15-4415-b7de-e7469535bc8d,0b678085-8cd6-44f9-affd-136a82c1361d,Opført,Robert Jacobsens Vej,66,3,t4,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  106   ,  106   , -, -,  12   , -, -,  -   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,57223527","55,61811425",101,8497
103664,e989ba10-0765-4c90-8caf-dd97484aeef2,febc53cb-23f3-409e-a9ae-c0dd25e03005,Opført,Halfdansgade,3,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  64   ,  64   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57575214","55,66549906",101,201104
134781,c8ee137b-8794-41d6-9c28-761fc4b06cad,6d644c1d-7505-4df0-844a-b99986653abb,Opført,Bremensgade,13,4,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  67   ,  67   , -, -, -, -, -, -, -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61672409","55,66623456",101,69575
108750,da596cf3-8d4f-4100-84c1-201718b10036,4627858c-02a4-4206-938c-99f88914fb3c,Opført,Artillerivej,114,5,-,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  144   ,  144   , -,  8   , -, -, -,  114   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57085575","55,65868635",101,4979
139623,489fd941-af15-4415-b7de-e7469535bc8d,d8eaea72-ac8f-46ee-8faf-88a61d3f5de7,Opført,Richard Mortensens Vej,65,3,2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  97   ,  97   , -, -,  12   , -, -,  6   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,57131576","55,61812802",101,8795
134200,de0c0942-1143-499a-b3e3-9b7d56c879d8,46dc10cd-eac6-434f-9a08-c97cd4748a6e,Opført,Grækenlandsvej,25,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  53   ,  53   , -, -, -, -, -,  3   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61582908","55,65292544",101,187039
415751,b2320e5c-8fbd-4ca5-a3f4-dff11ccfb26c,dc04540a-aaec-43ee-a11b-694cf0cb732e,Opført,Robert Jacobsens Vej,10Y,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  111   ,  111   , -, -, -, -, -, -, -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,57368576","55,6239251",101,22928
426135,f5be8ec2-9eaf-4117-ad06-aa293bdbb771,cb0cc469-404f-4507-a8dd-711da0bc3ecf,Opført,Hannemanns Allé,12U,1,5,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  104   ,  104   , -, -, -, -, -, -, -, -,3,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56992706","55,62606314",101,21927
124575,80abffcf-68dd-4a20-868c-b1fea61d5ba1,bb1b8b14-48a3-4982-a719-39c0943256ca,Opført,Højdevej,4,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  49   ,  49   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61138073","55,65425197",101,254801
125047,dfb21aa3-3c0b-473d-b4ca-70ea4282bb43,2095f3b5-da84-41a8-b344-8b47a1669d0b,Opført,Prøvestens Allé,4,1,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  65   ,  65   , -, -, -, -, -, -, -, -,4,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61660714","55,66045241",101,826244
112798,916dce8d-8ffb-4852-ac5b-fe0554391bc0,66a9fba9-85bc-48e8-8235-e7441800f3d0,Opført,Islands Brygge,38E,5,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  101   ,  101   , -, -, -, -, -,  15   , -, -,3,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56643252","55,65795118",101,25167
101468,c0203ac9-6566-40f5-a4c4-05984617486d,ecd6574a-6fde-4bab-acf6-2bc768a70f6c,Opført,Erik Eriksens Gade,8,5,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  110   ,  110   , -, -, -, -, -, -, -, -,4,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57198167","55,66132024",101,515800
105028,75602e70-c4af-4c0c-8101-bc982d4900b6,b3703296-7d9f-4ec3-bbb0-887f0ba2706b,Opført,Ved Linden,4,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  79   ,  79   , -, -, -, -, -,  5   , -, -,3,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,59577411","55,66734322",101,613534
112769,e37db2aa-ab7b-44a1-90c9-e44512b21078,e2ea1378-33f5-43c9-b545-664cd380efe0,Opført,Islands Brygge,38A,7,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  118   ,  118   , -, -, -, -, -,  13   , -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56688417","55,6582336",101,25137
101810,8c37010b-b629-4307-b8fa-ff1f1a634cc3,df6cc92f-d014-4421-8492-547b2c814ded,Opført,Gunløgsgade,20,5,2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  44   ,  44   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57870168","55,66521184",101,197433
101810,8c37010b-b629-4307-b8fa-ff1f1a634cc3,465b68bb-0892-44c8-b40f-8ce71b33eba5,Projekteret,Gunløgsgade,20,5,2,2300,København S,-, -, -, -, -, -, -, -,  3   , -, -,-,-,-,-,-,-,"12,57870168","55,66521184",101,197433
418970,22299e78-f1ab-4faa-bc46-b0288439abe5,5aabd721-59d8-462c-850b-8494c6498861,Opført,Strandlodsvej,13B,5,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  90   ,  90   , -, -, -, -, -, -, -, -,3,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,62197323","55,66537849",101,16622
136329,20b11ffc-0091-48d2-8fbd-51c2eda16868,691217d7-1d16-4bd3-a89b-d0d4f6a929d8,Opført,Kongelundsvej,63A,2,3,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  62   ,  62   , -, -, -, -, -, -, -, -,2,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,59030403","55,6381715",101,12381
126429,ef5c4809-f3a9-40c3-8806-4871d74a85c9,29982872-68a4-4c72-a4d2-e219f5fe05d0,Opført,Lyneborggade,6,4,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  54   ,  54   , -, -, -, -, -,  7   , -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,60932449","55,66520923",101,354393
104642,8b3cf29e-9099-4723-92f1-62c4fd991524,30644ef3-e6e6-4c1b-8ae3-3fadcb5fdf52,Opført,Weidekampsgade,69,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  81   ,  81   , -, -, -, -, -, -, -, -,2,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,58026701","55,66797519",101,1153
108747,da596cf3-8d4f-4100-84c1-201718b10036,a981e3ab-dab8-4528-b27c-a7991578c319,Opført,Artillerivej,112,st,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  104   ,  104   , -,  6   , -, -, -,  -   , -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57104478","55,6588337",101,4957
130711,6a6ed916-1932-4b0b-ac87-eb4aa6a46ea2,8fb6edfa-758f-41cb-bdf0-9b939485b16d,Opført,Kastrupvej,84,2,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  52   ,  52   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61923797","55,65328207",101,295230
125981,73496335-81c7-4dd7-af75-b99eefc154f9,590cd47c-bd7a-41ef-836e-95cdbe1a753a,Opført,Lemnosvej,3A,2,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  55   ,  55   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,62028053","55,65274593",101,340279
115194,60d47f6b-bd46-4e48-82bd-56f440d0dbf6,e3a6f525-26ae-4696-a3be-c7394d13cd68,Opført,C.F. Møllers Allé,10,4,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  91   ,  91   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57508953","55,63479584",101,3933
132101,9899dfdd-2f3a-45a7-996e-a39f3b6b8be6,fc809747-ec2f-4046-a8a2-1fd97d98461f,Opført,Jansvej,14,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  53   ,  53   , -, -, -, -, -, -, -, -,2,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,61719176","55,6454352",101,272605
415273,f457b305-8a20-4e98-b28f-be13221e14b5,5f58ee8f-8ca2-469a-a854-ec3e4c3f8d55,Opført,Strandlodsvej,25E,3,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  108   ,  108   , -, -, -, -, -, -, -, -,5,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,6249935","55,66601163",101,19191
109368,0b9a510e-b4f2-47fb-bdcc-44caad064648,595686e6-28db-402c-82cd-61ee00359c37,Opført,C.F. Møllers Allé,68,1,tv,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  98   ,  98   , -, -, -, -, -, -, -, -,4,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57776102","55,63457005",101,3735
140736,3f1718b9-6f01-41b7-b69e-2df38a4ba44f,7f459a51-dc98-4850-9b60-a33b5a8e064a,Opført,Birketinget,16,4,2,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  68   ,  68   , -, -, -, -, -,  -   , -, -,1,Oplyst af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,59702368","55,65676483",101,718662
115200,60d47f6b-bd46-4e48-82bd-56f440d0dbf6,482ebffe-f8a0-4e80-bfac-57fa0fc799a6,Opført,C.F. Møllers Allé,10,6,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  98   ,  98   , -, -, -, -, -, -, -, -,3,Oplyst og kontrolleret af teknisk forvaltning,Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,Krav om persontilmelding,"12,57508953","55,63479584",101,3938
113320,4010282b-c4fb-42e0-8ef0-298bf220ac96,2a8889ed-e3f3-44af-befb-313e37fdf6ec,Opført,Islands Brygge,106,2,th,2300,København S,"Bolig i etageejendom, flerfamiliehus eller to-familiehus",  123   ,  123   , -, -, -, -, -,  14   , -, -,4,Oplyst af ejer (eller dennes repræsentant),Vandskyllende toilet i enheden,Badeværelser i enheden,Eget køkken med afløb,-,"12,56420811","55,65563284",101,30965
