BFE-nummer,Adresse,Offentlig ejendomsværdi,Offentlige grundværdi,Seneste handelspris,Enhedsareal - Beboelse,Pris pr. m2,Seneste handelsdato,Seneste handlet andel,Handelsmetode,Anvendelse,Opførelsesår,Tinglyst areal (Ejerlejligheder),Longitude,Latitude,Primær ejers adresse,Vejnavn,Husnr.,Etage,Antal værelser
424406,"Strandlodsvej 25G, 6. tv, 2300 København S", kr. 2.350.000, kr. 331.700, kr. 4.575.000,  102   , kr. 44.852,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2016,  92   ,"12,62452652","55,66575136","Strandlodsvej 25G,6 tv, 2300 København S",Strandlodsvej,25G,6,4
132416,"Breslaugade 14, 1. 3, 2300 København S", kr. 630.000, kr. 107.700, kr. 1.430.000,  38   , kr. 37.631,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1976,  35   ,"12,61920776","55,66399654","Breslaugade 14,1,-3, 2300 København S",Breslaugade,14,1,1
109716,"Islands Brygge 36A, 4. 2, 2300 København S", kr. 2.650.000, kr. 307.300, kr. 4.000.000,  77   , kr. 51.948,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2012,  70   ,"12,56741573","55,65893424","Islands Brygge 36A,4,-2, 2300 København S",Islands Brygge,36A,4,3
135009,"Tjørnerækken 3, st. tv, 2300 København S", kr. 540.000, kr. 71.800, kr. 1.250.000,  36   , kr. 34.722,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  30   ,"12,61609432","55,66732075","Marshøjvej 40, 8500 Grenaa",Tjørnerækken,3,st,1
138692,"Robert Jacobsens Vej 72, 5. 2, 2300 København S", kr. 1.500.000, kr. 400.000, kr. 3.000.000,  89   , kr. 33.707,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  77   ,"12,57184554","55,61758916","Robert Jacobsens Vej 72,5,-2, 2300 København S",Robert Jacobsens Vej,72,5,2
128316,"Ålandsgade 1, 3. tv, 2300 København S", kr. 1.050.000, kr. 82.400, kr. 2.295.000,  59   , kr. 38.898,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1901,  51   ,"12,60461566","55,66448851","Solkrogen 14, 2960 Rungsted Kyst",Ålandsgade,1,3,2
123416,"Backersvej 6, 2. th, 2300 København S", kr. 1.400.000, kr. 249.500, kr. 3.145.000,  77   , kr. 40.844,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1914,  68   ,"12,61799263","55,66047527","Backersvej 6,2 th, 2300 København S",Backersvej,6,2,4
140114,"Richard Mortensens Vej 77, 7. 3, 2300 København S", kr. 1.850.000, kr. 420.900, kr. 3.995.000,  93   , kr. 42.956,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  81   ,"12,57100923","55,61717968","Richard Mortensens V 77,7,-3, 2300 København S",Richard Mortensens Vej,77,7,3
139720,"Dalføret 13, 3. tv, 2300 København S", kr. 960.000, kr. 80.000, kr. 2.215.000,  61   , kr. 36.311,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  55   ,"12,6021074","55,65442332","Dalføret 13,3 tv, 2300 København S",Dalføret,13,3,2
133156,"Lyneborggade 25, 2. th, 2300 København S", kr. 1.850.000, kr. 241.000, kr. 3.290.000,  84   , kr. 39.166,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  74   ,"12,6108942","55,66386206","Lyneborggade 25,2 th, 2300 København S",Lyneborggade,25,2,2
106803,"Vermlandsgade 36, 3. th, 2300 København S", kr. 3.050.000, kr. 459.200, kr. 4.100.000,  107   , kr. 38.317,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2013,  96   ,"12,60196927","55,66835872","Vermlandsgade 36,3 th, 2300 København S",Vermlandsgade,36,3,4
103154,"Ved Linden 8, 5. tv, 2300 København S", kr. 1.700.000, kr. 189.300, kr. 4.050.000,  93   , kr. 43.548,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1913,  85   ,"12,59679013","55,66684674","Ved Linden 8,5 tv, 2300 København S",Ved Linden,8,5,4
103154,"Ved Linden 8, 5. tv, 2300 København S", kr. 1.700.000, kr. 189.300, kr. 4.050.000,  93   , kr. 43.548,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1913,  85   ,"12,59679013","55,66684674","Ved Linden 8,5 tv, 2300 København S",Ved Linden,8,5,-
109235,"Islands Brygge 32B, 2. 219, 2300 København S", kr. 4.150.000, kr. 655.800, kr. 8.850.000,  143   , kr. 61.888,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1963,  104   ,"12,56846915","55,66088474","Islands Brygge 32B,2,-219, 2300 København S",Islands Brygge,32B,2,3
131545,"Palermovej 11, 4. 1, 2300 København S", kr. 1.050.000, kr. 93.300, kr. 2.199.000,  62   , kr. 35.467,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1937,  59   ,"12,62239194","55,66043824","Palermovej 11,4,-1, 2300 København S",Palermovej,11,4,2
127799,"Hessensgade 43, 2. mf, 2300 København S", kr. 610.000, kr. 90.800, kr. 1.375.000,  37   , kr. 37.162,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1962,  32   ,"12,61681421","55,66390451","Strandlodsvej 19F,2 tv, 2300 København S",Hessensgade,43,2,1
134103,"Nordlandsgade 6, 2. th, 2300 København S", kr. 1.100.000, kr. 71.000, kr. 2.200.000,  58   , kr. 37.931,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1911,  50   ,"12,60215844","55,66461568","Kildeagervænget 186, 8361 Hasselager",Nordlandsgade,6,2,2
104596,"Ved Amagerport 6, 3. tv, 2300 København S", kr. 1.200.000, kr. 119.800, kr. 2.850.000,  67   , kr. 42.537,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1915,  60   ,"12,59616387","55,66776241","Islands Brygge 38B,10, 2300 København S",Ved Amagerport,6,3,2
134282,"Hveensvej 10, 4. tv, 2300 København S", kr. 1.000.000, kr. 135.600, kr. 2.175.000,  61   , kr. 35.655,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1934,  52   ,"12,61048191","55,65633248","Hveensvej 10,4 tv, 2300 København S",Hveensvej,10,4,2
134282,"Hveensvej 10, 4. tv, 2300 København S", kr. 1.000.000, kr. 135.600, kr. 2.175.000,  61   , kr. 35.655,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1934,  52   ,"12,61048191","55,65633248","Hveensvej 10,4 tv, 2300 København S",Hveensvej,10,4,-
137925,"Sofienhøjvej 1, 3. 316, 2300 København S", kr. 710.000, kr. 80.600, kr. 1.400.000,  44   , kr. 31.818,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1975,  36   ,"12,61364441","55,64538347","Sofienhøjvej 1,3,-316, 2300 København S",Sofienhøjvej,1,3,1
135915,"Øresundsvej 144C, 2. tv, 2300 København S", kr. 2.100.000, kr. 305.700, kr. 4.025.000,  97   , kr. 41.494,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  81   ,"12,62784883","55,66089039","Øresundsvej 144C,2 tv, 2300 København S",Øresundsvej,144C,2,3
114347,"Tom Kristensens Vej 20, 4. tv, 2300 København S", kr. 2.850.000, kr. 653.700, kr. 5.550.000,  142   , kr. 39.084,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  130   ,"12,58722","55,66056551","Tom Kristensens Vej 20,4 tv, 2300 København S",Tom Kristensens Vej,20,4,4
143804,"Brigadevej 20, 3. th, 2300 København S", kr. 1.500.000, kr. 171.300, kr. 3.130.000,  97   , kr. 32.268,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1924,  84   ,"12,60012599","55,66259538","Brigadevej 20,3 th, 2300 København S",Brigadevej,20,3,4
105074,"Amagerfælledvej 17, 3. tv, 2300 København S", kr. 1.750.000, kr. 143.800, kr. 3.850.000,  97   , kr. 39.690,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1913,  90   ,"12,59539279","55,6668443","Amagerfælledvej 17,3 tv, 2300 København S",Amagerfælledvej,17,3,4
122891,"Tycho Brahes Allé 13, 3. tv, 2300 København S", kr. 880.000, kr. 58.800, kr. 1.995.000,  49   , kr. 40.714,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1902,  41   ,"12,6114603","55,65549321","Landskronagade 5A,st,-1, 2100 København Ø",Tycho Brahes Allé,13,3,2
102686,"Thorshavnsgade 20, 1. tv, 2300 København S", kr. 1.400.000, kr. 103.900, kr. 2.995.000,  61   , kr. 49.098,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1907,  53   ,"12,57922654","55,66781845","Klintevej 14, 5600 Faaborg",Thorshavnsgade,20,1,2
423069,"Robert Jacobsens Vej 5B, 7. th, 2300 København S", kr. 1.900.000, kr. 326.700, kr. 3.295.000,  86   , kr. 38.313,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  73   ,"12,5754536","55,62340128","Fælledvej 86, 9493 Saltum",Robert Jacobsens Vej,5B,7,3
119206,"Edvard Thomsens Vej 69, 6. 1, 2300 København S", kr. 1.750.000, kr. 340.500, kr. 2.695.000,  87   , kr. 30.977,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  62   ,"12,57810851","55,63263825","Edvard Thomsens Vej 69,6,-1, 2300 København S",Edvard Thomsens Vej,69,6,2
108950,"Ørestads Boulevard 63B, 2. tv, 2300 København S", kr. 1.650.000, kr. 310.100, kr. 2.700.000,  79   , kr. 34.177,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  70   ,"12,58170263","55,63283466","Ørestads Boulevard 63B,2 tv, 2300 København S",Ørestads Boulevard,63B,2,3
132763,"Keplersgade 8, 3. tv, 2300 København S", kr. 1.050.000, kr. 79.500, kr. 1.950.000,  57   , kr. 34.210,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1904,  50   ,"12,61133437","55,65492405","Amager Strandvej 110B,8 th, 2300 København S",Keplersgade,8,3,2
407500,"Rundholtsvej 56, 12. 3, 2300 København S", kr. 3.900.000, kr. 434.700, kr. 8.000.000,  149   , kr. 53.691,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2014,  138   ,"12,56480672","55,65398841","Rundholtsvej 56,12,-3, 2300 København S",Rundholtsvej,56,12,4
128756,"Rodosvej 7D, 3. th, 2300 København S", kr. 860.000, kr. 116.800, kr. 1.695.000,  51   , kr. 33.235,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  45   ,"12,61386468","55,65067657","Rodosvej 7D,3 th, 2300 København S",Rodosvej,7D,3,2
137001,"Grækenlandsvej 114, st. th, 2300 København S", kr. 900.000, kr. 161.000, kr. 1.845.000,  57   , kr. 32.368,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  52   ,"12,61988452","55,64553041","Englandsvej 209, 2300 København S",Grækenlandsvej,114,st,2
136826,"Messinavej 12, 3. tv, 2300 København S", kr. 1.100.000, kr. 129.500, kr. 2.150.000,  65   , kr. 33.076,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1932,  58   ,"12,62094514","55,66019954","Messinavej 12,3 tv, 2300 København S",Messinavej,12,3,2
136057,"Elbagade 71, st. tv, 2300 København S", kr. 920.000, kr. 94.100, kr. 1.812.500,  59   , kr. 30.720,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  53   ,"12,61783059","55,65476935","Elbagade 71,st tv, 2300 København S",Elbagade,71,st,2
118805,"Edvard Thomsens Vej 69, 4. 2, 2300 København S", kr. 2.150.000, kr. 455.800, kr. 3.100.000,  108   , kr. 28.703,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2007,  83   ,"12,57810851","55,63263825","Ved Stigbordene 19,3 th, 2450 København SV",Edvard Thomsens Vej,69,4,3
112772,"Islands Brygge 38F, st. th, 2300 København S", kr. 3.800.000, kr. 667.500, kr. 8.795.000,  154   , kr. 57.110,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2017,  139   ,"12,56620807","55,65806615",-,Islands Brygge,38F,st,4
124605,"Lombardigade 17, 5. tv, 2300 København S", kr. 1.300.000, kr. 95.100, kr. 2.550.000,  73   , kr. 34.931,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1904,  65   ,"12,61328148","55,65428399","Lombardigade 17,5 tv, 2300 København S",Lombardigade,17,5,3
130065,"Ungarnsgade 72, 1. th, 2300 København S", kr. 1.000.000, kr. 244.800, kr. 2.175.000,  59   , kr. 36.864,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1929,  51   ,"12,61451589","55,66254303","Brordrup Bygade 1, 4621 Gadstrup",Ungarnsgade,72,1,2
101381,"Amager Boulevard 132, 5. th, 2300 København S", kr. 1.650.000, kr. 142.500, kr. 3.825.000,  97   , kr. 39.432,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1918,  88   ,"12,59903249","55,66534412","Kirsebærhaven 13, 4800 Nykøbing F",Amager Boulevard,132,5,4
125077,"Kvintus Allé 3, 1. 7, 2300 København S", kr. 1.050.000, kr. 211.500, kr. 2.270.000,  63   , kr. 36.031,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1962,  60   ,"12,61961487","55,66081728","Kvintus Allé 3,1,-7, 2300 København S",Kvintus Allé,3,1,2
135221,"Ålandsgade 47, 3. th, 2300 København S", kr. 1.000.000, kr. 90.300, kr. 2.395.000,  55   , kr. 43.545,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  50   ,"12,6072517","55,66228376","Jacob Appels Alle 4, 2770 Kastrup",Ålandsgade,47,3,2
140216,"Englandsvej 38C, 4. th, 2300 København S", kr. 960.000, kr. 94.700, kr. 2.125.000,  61   , kr. 34.836,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  55   ,"12,60312533","55,65467853","Holmevej 2, 3400 Hillerød",Englandsvej,38C,4,2
139623,"Richard Mortensens Vej 65, 3. 2, 2300 København S", kr. 1.900.000, kr. 441.700, kr. 3.125.000,  97   , kr. 32.216,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  85   ,"12,57131576","55,61812802","Richard Mortensens V 65,3,-2, 2300 København S",Richard Mortensens Vej,65,3,3
135624,"Frankrigsgade 21, 3. th, 2300 København S", kr. 960.000, kr. 94.200, kr. 2.125.000,  54   , kr. 39.351,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  49   ,"12,60813816","55,66203467","Reventlowsgade 8,2, 1651 København V",Frankrigsgade,21,3,2
125579,"Kastrupvej 75, st. th, 2300 København S", kr. 960.000, kr. 174.100, kr. 2.070.000,  62   , kr. 33.387,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1937,  57   ,"12,61959728","55,65344267","Kastrupvej 75,st th, 2300 København S",Kastrupvej,75,st,3
105976,"Flinterenden 4, st. th, 2300 København S", kr. 1.400.000, kr. 331.400, kr. 2.610.000,  67   , kr. 38.955,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1924,  60   ,"12,59805261","55,66764801","Flinterenden 4,st th, 2300 København S",Flinterenden,4,st,2
101918,"Islands Brygge 24B, st. tv, 2300 København S", kr. 3.250.000, kr. 486.900, kr. 4.235.000,  108   , kr. 39.212,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1910,  100   ,"12,57121467","55,6631262","Bygaden 25, 2630 Taastrup",Islands Brygge,24B,st,3
124614,"Lombardigade 17, st. th, 2300 København S", kr. 1.250.000, kr. 105.600, kr. 2.750.000,  80   , kr. 34.375,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1904,  72   ,"12,61328148","55,65428399","Esby Strandvej 3, 8420 Knebel",Lombardigade,17,st,4
101311,"Hollænderdybet 4, 1. th, 2300 København S", kr. 960.000, kr. 94.100, kr. 2.200.000,  58   , kr. 37.931,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1918,  50   ,"12,59918115","55,66495373","Hollænderdybet 4,1 th, 2300 København S",Hollænderdybet,4,1,2
140093,"Richard Mortensens Vej 77, 1. t4, 2300 København S", kr. 2.050.000, kr. 488.400, kr. 3.525.000,  106   , kr. 33.254,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  94   ,"12,57100923","55,61717968","None, 2300 København S",Richard Mortensens Vej,77,1,3
110926,"Sundholmsvej 23, st. th, 2300 København S", kr. 1.200.000, kr. 180.400, kr. 1.900.000,  60   , kr. 31.666,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1914,  53   ,"12,59600258","55,66248648","Skrænten 23, 4220 Korsør",Sundholmsvej,23,st,2
130281,"Siciliensgade 5, 2. th, 2300 København S", kr. 900.000, kr. 107.100, kr. 2.025.000,  52   , kr. 38.942,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  48   ,"12,61833861","55,65321636","Tirstrupvej 9, 2770 Kastrup",Siciliensgade,5,2,2
130291,"Florensvej 14, 2. mf, 2300 København S", kr. 480.000, kr. 63.900, kr. 1.157.000,  26   , kr. 44.500,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  23   ,"12,62080232","55,65777313","Roskildevej 55,3,-312, 2000 Frederiksberg",Florensvej,14,2,1
132479,"Jansvej 1, 1. 1, 2300 København S", kr. 760.000, kr. 106.600, kr. 1.540.000,  44   , kr. 35.000,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  42   ,"12,61707276","55,6469749","Jansvej 1,1,-1, 2300 København S",Jansvej,1,1,2
111568,"Axel Heides Gade 8C, 3. mf, 2300 København S", kr. 1.600.000, kr. 264.900, kr. 3.220.000,  64   , kr. 50.312,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2005,  55   ,"12,56974125","55,66011586","Sundvej 23, 8832 Skals",Axel Heides Gade,8C,3,2
114273,"Tom Kristensens Vej 30, 7. th, 2300 København S", kr. 1.800.000, kr. 433.400, kr. 4.485.000,  91   , kr. 49.285,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2006,  81   ,"12,58718563","55,66110558","Tom Kristensens Vej 30,7 th, 2300 København S",Tom Kristensens Vej,30,7,3
132791,"Amagerbrogade 125, 3. tv, 2300 København S", kr. 1.600.000, kr. 103.600, kr. 2.945.000,  87   , kr. 33.850,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1904,  77   ,"12,60882","55,65744759","Amagerbrogade 125,3 tv, 2300 København S",Amagerbrogade,125,3,4
124665,"Tyrolsgade 21, 2. th, 2300 København S", kr. 1.950.000, kr. 219.000, kr. 3.400.000,  106   , kr. 32.075,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1902,  99   ,"12,60937894","55,65979593","Tyrolsgade 21,2 th, 2300 København S",Tyrolsgade,21,2,5
139818,"Østerdalsgade 1A, 4. th, 2300 København S", kr. 670.000, kr. 55.200, kr. 1.395.000,  40   , kr. 34.875,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  34   ,"12,60331744","55,65496548","Skovvejen 26,1, 8000 Aarhus C",Østerdalsgade,1A,4,1
136571,"Ålandsgade 22, st. th, 2300 København S", kr. 960.000, kr. 155.500, kr. 2.300.000,  58   , kr. 39.655,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  54   ,"12,60665487","55,66237712","Jægerbuen 9, 2635 Ishøj",Ålandsgade,22,st,2
136916,"Ungarnsgade 68, 1. tv, 2300 København S", kr. 1.050.000, kr. 276.800, kr. 2.150.000,  62   , kr. 34.677,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1929,  54   ,"12,61434088","55,66275995","Ungarnsgade 68,1 tv, 2300 København S",Ungarnsgade,68,1,2
131084,"Lynettevej 5, st., 2300 København S", kr. 1.050.000, kr. 143.300, kr. 2.300.000,  71   , kr. 32.394,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  63   ,"12,61242208","55,65979234","Lynettevej 5,st, 2300 København S",Lynettevej,5,st,3
132513,"Gerbrandsvej 26, st. 2, 2300 København S", kr. 750.000, kr. 111.300, kr. 1.550.000,  48   , kr. 32.291,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1938,  46   ,"12,61822288","55,64696469","Bentzonsvej 50A,4 tv, 2000 Frederiksberg",Gerbrandsvej,26,st,2
138856,"Hyacintgården 5, 3. 2, 2300 København S", kr. 620.000, kr. 82.200, kr. 1.338.000,  38   , kr. 35.210,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1968,  35   ,"12,61233616","55,64832006","Saltværksvej 9B, 2770 Kastrup",Hyacintgården,5,3,1
131902,"Augustagade 3, 3. th, 2300 København S", kr. 1.000.000, kr. 109.300, kr. 2.065.000,  63   , kr. 32.777,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1929,  54   ,"12,61037765","55,65586212","Bygholmvej 15, 2720 Vanløse",Augustagade,3,3,2
103191,"Ved Amagerport 7, 5. th, 2300 København S", kr. 1.450.000, kr. 153.400, kr. 2.995.000,  81   , kr. 36.975,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1913,  74   ,"12,59626279","55,66676743","Christiansh Voldgade 15,1 tv, 1424 København K",Ved Amagerport,7,5,3
109683,"Islands Brygge 34B, 7. tv, 2300 København S", kr. 4.550.000, kr. 553.200, kr. 8.500.000,  138   , kr. 61.594,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2004,  128   ,"12,56765757","55,65964241","Islands Brygge 34B,7 tv, 2300 København S",Islands Brygge,34B,7,3
136014,"Frankrigshusene 1, 2. th, 2300 København S", kr. 1.100.000, kr. 110.000, kr. 2.420.000,  63   , kr. 38.412,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1936,  57   ,"12,60849292","55,66232168","Tuborg Bakkedrag 14,1 tv, 2900 Hellerup",Frankrigshusene,1,2,2
101799,"Gunløgsgade 20, 3. 2, 2300 København S", kr. 670.000, kr. 106.900, kr. 1.775.000,  44   , kr. 40.340,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  38   ,"12,57870168","55,66521184","Vestervangen 23, 4300 Holbæk",Gunløgsgade,20,3,1
101799,"Gunløgsgade 20, 3. 2, 2300 København S", kr. 670.000, kr. 106.900, kr. 1.775.000,  44   , kr. 40.340,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1970,  38   ,"12,57870168","55,66521184","Vestervangen 23, 4300 Holbæk",Gunløgsgade,20,3,-
136504,"Kastrupvej 60, 5. tv, 2300 København S", kr. 1.800.000, kr. 158.300, kr. 4.025.000,  105   , kr. 38.333,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1935,  101   ,"12,6177575","55,65490791","Kastrupvej 60,5 tv, 2300 København S",Kastrupvej,60,5,4
139604,"Richard Mortensens Vej 63, 4. 1, 2300 København S", kr. 2.100.000, kr. 452.000, kr. 3.550.000,  99   , kr. 35.858,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",2010,  87   ,"12,57140981","55,61833038","Richard Mortensens V 63,4,-1, 2300 København S",Richard Mortensens Vej,63,4,3
132150,"Syriensvej 2, st. tv, 2300 København S", kr. 960.000, kr. 121.100, kr. 2.050.000,  60   , kr. 34.166,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1952,  55   ,"12,62147405","55,65128823","Postparken 16B,1 th, 2770 Kastrup",Syriensvej,2,st,3
135265,"Ålandsgade 55, 3. th, 2300 København S", kr. 1.000.000, kr. 94.000, kr. 2.040.000,  57   , kr. 35.789,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1940,  52   ,"12,60761502","55,66197984","Bankagervej 85, 8723 Løsning",Ålandsgade,55,3,2
126949,"Kastrupvej 92, 4. tv, 2300 København S", kr. 960.000, kr. 100.300, kr. 1.995.000,  54   , kr. 36.944,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1939,  49   ,"12,61956317","55,65276181","Kastrupvej 92,4 tv, 2300 København S",Kastrupvej,92,4,2
109255,"Islands Brygge 32A, 4. 437, 2300 København S", kr. 4.200.000, kr. 655.800, kr. 8.750.000,  143   , kr. 61.188,01/08/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",1963,  104   ,"12,56855846","55,6609904","Islands Brygge 32A,4,-437, 2300 København S",Islands Brygge,32A,4,3
111907,"Drechselsgade 18, 6. th, 2300 København S", kr. 960.000, kr. 198.000, kr. 2.755.000,  76   , kr. 36.250,31/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  61   ,"12,56797473","55,65666463","Søtoften 8, 3300 Frederiksværk",Drechselsgade,18,6,3
111898,"Drechselsgade 18, 4. th, 2300 København S", kr. 960.000, kr. 198.000, kr. 2.325.000,  76   , kr. 30.592,31/07/2019,100%,Almindelig fri handel,"Etagebolig-bygning, flerfamiliehus eller to-familiehus",-,  61   ,"12,56797473","55,65666463","Stolbjergvej 7B, 3070 Snekkersten",Drechselsgade,18,4,3
